,PLR_ID,public_tra,eating,culture,community,health_car,public_ser,education,outdoor_fa,outdoor_le,night_life,water,mig_rate,ave_rent,social_hou,public_hou,five_y_pls,rent_to_pr,dyn_r_to_p,sales,dyn_sales,unemployme,welfare,child_pov,dyn_unempl,dyn_welfar,dyn_child,B_1940,B_1941_199,B_1991_201,vegpm20,other_sch,vocat_sch,primary_sc,Gymnasium,secon_sch,priv_schoo,sp_nee_sch,kita,stations,HK_EU15,HK_EU28,HK_Polen,HK_EheJug,HK_EheSU,HK_Turk,HK_Arab,HK_Sonst,HK_NZOrd,Cluster,Clusters,PLR_NAME,BZR_NAME,Bezirk
131,7200414,74,91,9,5,23,20,3,103,11,29,3,38.66,13.98,4.06,7.83,65.18,2.26,84.29,0.88,56.64,3.45,9.72,13.7,0.93,-0.22,-3.5,77.78,20.63,1.59,2.3,0,1,2,1,0,4,0,37,4,24.53,36.86,5.58,2.96,4.25,17.6,6.82,25.11,6.4,2,"average social index, average migration rate",Hohenfriedbergstraße,Schöneberg Südost,Tempelhof-Schöneberg
132,7200410,97,150,2,5,67,24,4,136,7,42,5,44.54,13.99,4.04,7.81,65.18,2.26,84.3,0.88,56.66,7.99,19.35,43.52,2.79,-0.81,0.61,68.89,29.27,1.84,2.12,0,0,1,1,1,4,0,42,5,19.36,30.86,5.29,4.03,4.19,21.4,11.04,21.28,7.2,3,"somewhat low social index, average migration rate",Feurigstraße,Schöneberg Südost,Tempelhof-Schöneberg
133,9301126,115,20,0,1,4,18,0,108,2,2,0,15.61,11.54,8.89,23.27,67.95,0.1,4.15,0.1,4.48,2.69,4.1,9.47,0.71,-0.86,-1.31,40.82,31.41,27.77,9.25,0,0,1,0,1,1,0,13,16,13.72,45.66,14.58,3.22,15.54,3.43,11.04,20.79,0.32,0,"high social index, low migration rate",Grünau,Grünau,Treptow-Köpenick
134,4501152,117,121,2,3,71,30,1,81,2,12,4,43.61,12.9,3.14,3.93,65.66,2.76,101.87,1.02,70.4,3.78,6.52,9.96,0.6,-0.63,-2.91,41.12,55.42,3.46,2.96,0,1,4,0,1,2,0,38,6,19.77,35.87,7.0,4.31,11.05,8.0,7.58,27.93,5.25,2,"average social index, average migration rate",Prager Platz,Volkspark Wilmersdorf,Charlottenburg-Wilmersdorf
135,9401329,175,25,1,2,5,28,0,232,16,6,1,7.17,8.47,2.41,25.72,69.12,0.47,17.92,0.09,9.74,3.16,4.46,9.66,0.98,-0.74,-0.9,34.38,30.95,34.66,7.43,0,0,2,1,1,3,0,17,25,11.33,53.74,22.78,0.46,10.89,1.81,9.83,21.15,2.12,0,"high social index, low migration rate",Kietzer Feld/Nachtheide,Köpenick Süd,Treptow-Köpenick
136,1100312,167,138,12,11,22,30,2,329,17,25,23,44.45,16.17,1.87,16.68,56.73,1.54,78.38,0.77,48.88,3.09,5.46,13.9,0.69,-0.56,-3.1,19.67,63.13,17.2,2.36,0,1,1,1,0,5,0,16,8,16.16,26.03,3.27,1.3,14.89,5.06,12.22,37.08,3.43,2,"average social index, average migration rate",Heine-Viertel West,Alexanderplatz,Mitte
137,1200522,107,144,4,6,52,38,1,230,3,27,2,35.61,14.53,6.69,4.41,59.14,1.19,87.19,0.84,52.39,3.64,7.55,13.63,0.59,-1.35,-2.9,67.14,29.05,3.81,2.59,0,1,3,1,0,4,0,34,3,20.56,36.38,6.89,3.84,9.66,10.22,10.78,25.1,4.03,2,"average social index, average migration rate",Elberfelder Straße,Moabit West,Mitte
138,3200207,136,22,1,1,19,20,1,62,4,5,2,16.77,10.76,3.21,3.46,69.0,0.67,30.09,0.26,22.11,3.08,5.91,11.35,0.74,-0.4,0.23,29.9,16.94,53.16,3.26,0,1,0,1,1,1,0,33,10,12.9,34.26,11.62,4.32,15.38,8.08,11.73,22.58,3.65,0,"high social index, low migration rate",Herthaplatz,Blankenfelde/Niederschönhausen,Pankow
139,5200629,188,46,5,0,30,15,0,114,10,20,0,39.9,8.82,10.44,19.86,67.08,0.32,15.61,0.32,29.08,6.04,13.08,36.31,0.86,-1.96,-4.41,33.55,60.83,5.61,1.75,0,0,5,1,1,1,1,27,3,5.92,29.98,12.37,7.91,12.7,11.49,14.87,18.18,4.87,3,"somewhat low social index, average migration rate",Borkumer Straße,Wilhelmstadt,Spandau
140,7601237,87,13,0,2,10,13,0,34,8,4,1,25.89,8.1,12.72,26.73,71.06,0.2,4.41,0.17,11.04,2.13,4.68,10.69,0.59,0.13,1.73,17.39,66.59,16.03,2.71,0,0,1,0,1,1,1,12,2,13.34,38.27,14.1,9.59,7.51,11.93,9.35,14.26,9.09,0,"high social index, low migration rate",Kirchstraße,Marienfelde Nord,Tempelhof-Schöneberg
141,3601139,61,57,6,4,56,23,6,120,13,22,2,32.75,10.49,0.66,15.46,61.32,1.29,84.53,0.69,65.89,4.64,7.56,14.17,0.62,-0.95,-3.19,60.01,21.34,18.65,2.46,0,0,4,0,0,1,0,41,8,31.48,47.87,6.61,2.1,9.14,2.96,7.24,28.88,1.81,2,"average social index, average migration rate",Norweger Viertel,Prenzlauer Berg Nordwest,Pankow
142,11100309,77,9,0,4,15,15,1,91,3,3,1,21.77,8.04,0.55,52.89,71.09,0.12,1.35,0.17,14.04,5.02,10.76,25.83,0.8,-0.13,1.49,0.0,89.91,10.09,2.32,0,0,4,0,1,0,1,13,13,3.95,16.87,4.91,7.15,25.23,2.67,15.41,31.39,1.29,2,"average social index, average migration rate",Mühlengrund,Neu-Hohenschönhausen Süd,Lichtenberg
143,8100416,106,105,8,5,85,19,1,404,5,66,2,53.51,11.52,6.73,9.55,62.9,1.4,98.74,0.48,41.44,7.98,16.76,36.31,2.09,-2.2,-1.6,72.42,24.45,3.13,2.38,0,0,7,1,0,1,1,44,5,18.34,32.62,5.49,7.93,2.62,17.85,14.65,17.5,6.84,3,"somewhat low social index, average migration rate",Alt-Rixdorf,Rixdorf,Neukölln
144,11200410,110,13,0,2,16,17,0,67,7,4,1,30.74,8.91,2.75,36.04,64.38,0.05,11.51,0.17,10.61,6.19,12.81,31.47,1.82,-0.68,-1.61,33.35,24.5,42.14,2.56,0,0,4,0,1,0,1,14,18,4.68,22.87,5.99,12.34,14.63,1.74,19.64,26.93,1.85,3,"somewhat low social index, average migration rate",Malchower Weg,Alt-Hohenschönhausen Nord,Lichtenberg
145,3300517,61,3,0,0,1,11,1,66,8,0,0,4.29,9.21,10.04,5.04,71.31,0.7,17.13,0.01,0.48,0.92,1.34,4.17,0.02,-0.96,-2.23,85.71,7.31,6.98,1.75,0,0,0,0,1,0,0,3,0,18.15,27.28,9.09,0.03,18.18,0.01,0.05,54.45,0.01,0,"high social index, low migration rate",Märchenland,Blankenburg/Heinersdorf/Märchenland,Pankow
146,7200308,135,103,1,4,122,34,4,192,5,26,5,45.6,13.98,4.03,7.79,65.19,2.26,84.32,0.88,56.7,5.73,12.57,28.76,1.65,0.61,3.72,62.01,35.25,2.74,2.89,0,2,3,1,3,0,0,45,6,18.07,34.36,6.61,5.28,5.74,13.01,11.54,23.67,6.39,3,"somewhat low social index, average migration rate",Volkspark (Rudolph-Wilde-Park),Schöneberg Südwest,Tempelhof-Schöneberg
147,8200833,85,9,0,3,12,11,0,75,4,4,0,46.58,8.67,10.47,15.17,70.38,0.75,28.94,0.35,17.99,8.64,16.69,44.2,3.03,-2.6,-3.53,9.79,74.76,15.46,2.28,0,0,4,0,1,1,2,13,1,5.65,20.2,9.07,10.07,7.8,23.49,15.17,12.85,10.42,3,"somewhat low social index, average migration rate",Buckow Ost,Buckow,Neukölln
148,3701660,69,91,4,7,45,26,4,244,11,25,6,28.4,11.26,0.39,12.79,61.17,2.93,88.4,0.88,59.91,2.56,4.91,6.21,0.32,0.31,1.02,67.31,15.49,17.2,4.33,0,0,4,1,3,4,1,50,12,33.46,47.22,6.72,1.92,8.33,2.74,5.99,32.31,1.48,0,"high social index, low migration rate",Bötzowstraße,Prenzlauer Berg Süd,Pankow
149,7400823,128,33,0,2,12,18,0,49,7,10,4,39.53,10.47,2.76,12.69,66.78,1.18,33.69,0.55,39.08,5.21,13.78,34.39,0.16,-0.73,-3.62,73.7,25.55,0.75,2.6,0,0,3,1,1,2,0,30,1,12.5,31.57,9.78,6.11,5.98,15.41,14.01,18.37,8.55,3,"somewhat low social index, average migration rate",Wittekindstraße,Tempelhof Südwest,Tempelhof-Schöneberg
150,7501134,139,22,0,1,20,20,0,147,21,11,6,30.16,8.3,8.04,10.09,68.32,0.91,24.9,0.39,37.2,4.16,8.63,23.65,1.09,-1.13,-2.68,20.94,58.28,20.78,3.62,0,0,4,0,0,0,0,17,1,7.11,27.8,11.36,4.98,9.11,24.18,10.35,14.12,9.46,2,"average social index, average migration rate",Hundsteinweg,Mariendorf Süd,Tempelhof-Schöneberg
151,9401433,84,13,1,1,3,15,0,100,6,4,1,7.16,8.47,2.41,25.71,69.12,0.47,17.92,0.09,9.75,5.28,8.97,26.99,0.59,-1.41,-2.7,0.0,100.0,0.0,3.32,0,0,2,1,0,1,1,8,7,11.33,53.77,22.81,0.45,10.88,1.81,9.82,21.15,2.11,0,"high social index, low migration rate",Allende II,Allende-Viertel,Treptow-Köpenick
152,10400837,105,10,2,0,9,29,1,88,2,0,0,7.39,9.71,0.57,0.86,76.49,0.11,4.18,0.05,2.41,0.71,1.5,2.71,0.31,-0.04,0.52,22.76,23.44,53.79,4.94,0,0,3,0,0,0,0,6,0,7.96,38.81,18.46,2.22,22.76,0.56,6.29,27.14,2.22,0,"high social index, low migration rate",Kaulsdorf Süd,Kaulsdorf,Marzahn-Hellersdorf
153,3100101,69,2,0,2,6,12,0,65,14,3,2,17.24,8.65,0.01,44.73,63.5,0.0,2.59,0.09,7.42,7.94,8.65,12.37,2.73,-0.61,-1.55,43.54,26.71,29.75,5.37,0,0,1,0,1,2,1,11,3,14.6,41.02,12.73,4.95,15.65,3.88,8.69,23.8,2.01,2,"average social index, average migration rate",Bucher Forst,Buch,Pankow
154,5100101,116,14,0,2,3,17,0,122,37,5,0,30.58,7.99,5.95,12.59,63.56,0.7,14.0,0.4,33.4,1.71,5.61,8.81,0.25,0.48,-0.9,64.16,22.27,13.58,12.79,0,0,3,0,1,3,0,11,0,7.1,27.01,13.75,6.12,9.56,15.01,17.94,17.19,7.16,0,"high social index, low migration rate",Hakenfelde Nord,Hakenfelde,Spandau
155,8401139,128,20,1,0,17,19,0,71,10,4,4,34.64,7.9,18.55,9.8,73.56,0.03,12.51,0.2,10.67,4.92,8.19,23.46,2.25,-0.9,-2.61,13.1,73.45,13.45,2.36,0,1,2,0,1,0,0,14,2,6.4,23.56,10.11,9.61,2.99,34.51,8.76,9.18,11.39,2,"average social index, average migration rate",Vogelviertel Süd,Buckow Nord,Neukölln
156,3400829,100,20,1,0,28,14,2,35,10,6,0,19.69,10.5,1.68,20.19,66.12,1.64,45.43,0.45,29.35,2.85,6.39,13.45,0.93,-0.41,0.98,36.4,48.87,14.73,1.84,0,0,3,1,2,3,0,20,9,21.28,41.68,10.8,3.11,12.84,2.47,9.38,29.12,1.41,0,"high social index, low migration rate",Arnold-Zweig-Straße,Pankow Süd,Pankow
157,4200310,152,43,2,2,19,22,1,160,0,8,2,33.4,10.64,2.37,3.58,66.23,0.27,36.17,0.74,66.36,3.42,6.01,13.41,1.39,0.44,2.06,59.24,38.25,2.51,2.65,0,0,1,2,0,5,0,12,5,17.72,34.87,8.45,3.72,9.13,7.5,10.68,29.63,4.46,2,"average social index, average migration rate",Fürstenplatz,Westend,Charlottenburg-Wilmersdorf
158,11400929,130,32,1,6,44,27,0,346,32,30,1,24.82,9.49,2.04,31.11,61.22,0.82,38.48,0.21,20.69,5.1,10.09,21.9,0.52,-1.32,-1.14,73.82,22.53,3.66,2.93,0,1,4,1,0,0,0,28,8,14.07,35.56,9.14,5.52,15.94,3.12,8.76,29.07,2.04,2,"average social index, average migration rate",Weitlingkiez,Neu-Lichtenberg,Lichtenberg
159,10200629,91,11,0,1,11,18,0,143,2,5,1,17.0,8.63,2.55,38.12,65.49,0.0,0.02,0.09,6.04,4.42,9.25,24.68,1.36,-0.92,-1.35,0.04,96.45,3.51,3.43,0,0,1,0,0,2,0,17,3,5.51,30.41,13.78,5.93,35.92,3.51,6.27,17.13,0.84,2,"average social index, average migration rate",Teterower Ring,Hellersdorf Süd,Marzahn-Hellersdorf
160,12100204,181,41,4,2,50,26,1,140,13,31,0,47.22,8.97,5.88,3.05,63.87,0.74,22.58,0.52,40.43,7.01,17.61,46.15,0.72,-1.66,-4.4,53.41,45.76,0.83,4.07,0,3,2,1,1,1,0,24,5,7.8,28.03,10.62,6.16,3.92,24.2,12.78,15.52,9.39,3,"somewhat low social index, average migration rate",Schäfersee,Ost 2 - Alt-Reinickendorf,Reinickendorf
161,5100211,132,7,0,0,7,17,0,49,4,6,0,33.51,8.0,6.0,12.68,63.6,0.7,14.02,0.4,33.35,4.46,9.25,25.63,1.47,-0.34,2.87,35.26,51.41,13.34,2.33,0,0,4,0,2,1,0,25,0,7.12,26.32,10.97,9.01,10.33,20.96,9.58,15.1,8.71,2,"average social index, average migration rate",An der Kappe,Falkenhagener Feld,Spandau
162,6200314,87,27,1,2,31,27,0,31,0,5,1,30.39,9.29,6.22,9.61,68.98,1.13,20.78,0.43,31.99,4.7,9.72,22.46,0.57,-0.79,-1.17,36.13,58.82,5.04,4.1,0,0,1,1,1,0,0,20,2,9.47,33.28,12.65,9.58,7.0,13.57,9.46,20.31,6.81,2,"average social index, average migration rate",Kaiser-Wilhelm-Straße,Lankwitz,Steglitz-Zehlendorf
163,4200203,116,7,0,0,6,15,0,95,2,4,4,27.21,10.64,2.37,3.59,66.23,0.27,36.16,0.74,66.34,1.62,1.96,7.18,0.01,-0.23,1.39,61.46,34.49,4.05,6.99,1,0,1,0,0,3,0,7,5,23.59,33.51,5.34,4.06,7.11,5.59,8.12,37.05,4.57,0,"high social index, low migration rate",Olympiagelände,Heerstraße,Charlottenburg-Wilmersdorf
164,9401534,119,35,2,5,9,20,1,144,8,10,0,20.45,8.48,2.41,25.7,69.11,0.47,17.94,0.09,9.78,6.14,14.23,29.68,0.4,-2.27,-3.85,47.2,36.25,16.55,1.43,0,0,2,2,1,2,0,21,17,12.44,38.86,8.46,6.15,17.33,1.75,15.03,17.05,3.84,3,"somewhat low social index, average migration rate",Altstadt Köpenick,Altstadt Köpenick,Treptow-Köpenick
165,7200409,134,215,3,7,109,40,6,218,6,54,6,44.55,13.98,4.07,7.85,65.18,2.25,84.25,0.88,56.63,3.11,9.33,12.32,0.21,-0.45,-2.77,77.36,19.68,2.96,2.56,0,0,4,0,2,3,0,51,7,19.36,30.86,5.29,4.03,4.19,21.4,11.04,21.28,7.2,2,"average social index, average migration rate",Belziger Straße,Schöneberg Südost,Tempelhof-Schöneberg
166,5400943,126,21,0,0,7,14,0,43,1,1,0,18.54,9.89,1.49,1.78,73.97,0.08,6.76,0.11,8.12,0.79,1.87,2.29,-0.09,0.01,-0.63,11.22,50.77,38.01,4.62,0,0,2,1,0,2,0,9,0,19.07,42.96,15.52,1.66,8.76,9.53,5.27,25.67,6.15,0,"high social index, low migration rate",Jägerallee,Gatow/Kladow,Spandau
167,4200206,59,9,0,0,4,13,0,33,1,3,0,28.37,10.63,2.38,3.61,66.23,0.27,36.12,0.74,66.28,1.93,3.78,7.51,0.54,0.02,2.7,21.69,69.31,9.0,6.42,0,0,2,2,0,4,0,9,3,22.57,42.78,12.31,3.82,12.57,4.44,3.46,27.76,5.17,0,"high social index, low migration rate",Kranzallee,Heerstraße,Charlottenburg-Wilmersdorf
168,10100209,82,11,0,1,8,19,0,274,18,4,1,25.79,7.21,1.03,35.26,70.54,0.2,12.64,0.06,3.41,4.48,13.42,30.48,0.33,-1.49,-4.28,11.62,62.96,25.42,2.32,0,0,4,0,1,0,0,18,9,2.62,22.93,8.48,3.47,38.45,1.65,11.99,20.31,1.2,2,"average social index, average migration rate",Lea-Grundig-Straße,Marzahn Mitte,Marzahn-Hellersdorf
169,4300518,153,75,5,4,22,29,2,243,6,20,3,46.97,13.05,4.74,6.96,64.79,1.88,98.3,1.05,71.88,5.05,11.28,29.64,0.52,-1.83,-4.28,76.54,16.74,6.71,1.62,0,2,3,1,1,3,0,35,5,16.99,33.46,9.78,3.67,8.01,12.04,11.67,24.27,6.87,2,"average social index, average migration rate",Kaiserin-Augusta-Allee,Mierendorffplatz,Charlottenburg-Wilmersdorf
170,11200411,106,11,1,2,9,16,0,43,7,3,0,23.58,8.91,2.76,35.97,64.36,0.05,11.54,0.17,10.59,6.08,11.89,27.83,1.67,-0.99,-0.64,37.72,37.64,24.64,1.59,0,0,2,0,1,0,0,14,15,4.8,21.71,8.48,5.6,24.19,4.67,15.33,25.34,3.16,2,"average social index, average migration rate",Hauptstraße,Alt-Hohenschönhausen Nord,Lichtenberg
171,1300732,78,62,11,12,39,15,3,101,11,42,0,63.74,10.24,23.08,19.77,63.97,0.64,43.93,0.33,25.26,10.82,27.62,61.62,2.76,-3.09,-5.27,69.22,28.11,2.67,4.39,0,1,5,0,0,0,0,46,8,10.34,29.21,6.08,6.97,3.97,24.21,15.46,14.15,6.02,1,"very low social index, very high migration rate",Soldiner Straße,Osloer Straße,Mitte
172,7501030,127,38,0,7,29,19,0,48,7,13,0,42.15,8.3,8.03,10.09,68.32,0.91,24.92,0.39,37.21,6.14,14.45,35.39,0.59,-1.7,-2.69,50.76,45.52,3.72,2.89,0,0,3,2,0,3,0,24,3,8.96,30.61,12.42,6.83,7.15,17.79,13.52,13.41,10.68,3,"somewhat low social index, average migration rate",Machonstraße,Mariendorf Nord,Tempelhof-Schöneberg
173,4400830,145,45,1,4,38,24,0,138,5,9,2,39.99,12.38,7.95,9.01,68.32,0.74,48.19,0.9,57.81,4.06,6.78,14.9,0.82,-0.48,2.61,56.62,38.29,5.09,2.78,0,0,3,0,1,2,0,15,3,12.88,31.31,9.75,3.66,15.42,6.87,11.02,25.38,6.33,2,"average social index, average migration rate",Forckenbeckstraße,Schmargendorf,Charlottenburg-Wilmersdorf
174,1200521,88,109,3,4,44,30,1,135,2,32,1,58.95,14.53,6.69,4.41,59.13,1.19,87.17,0.84,52.36,7.65,20.67,51.4,2.11,-1.56,-0.28,66.65,31.04,2.3,2.42,0,1,3,0,0,3,0,25,1,11.23,29.68,4.92,5.26,5.36,16.33,18.61,18.36,6.4,1,"very low social index, very high migration rate",Zwinglistraße,Moabit West,Mitte
175,10200422,53,8,2,1,17,7,0,128,1,4,1,37.87,8.62,2.55,38.33,65.45,0.0,0.0,0.09,6.07,10.9,27.45,53.66,3.42,-1.55,-4.66,1.28,94.87,3.85,3.98,0,1,1,0,1,0,0,17,7,7.19,40.87,15.64,3.23,15.6,1.51,17.93,20.23,0.63,1,"very low social index, very high migration rate",Hellersdorfer Promenade,Hellersdorf Nord,Marzahn-Hellersdorf
176,10400938,176,9,0,1,16,23,0,24,0,1,0,9.16,9.71,0.55,0.76,76.56,0.11,4.19,0.05,2.41,0.64,1.75,1.79,-0.08,0.08,0.16,27.33,13.7,58.97,1.82,0,0,2,0,2,0,0,11,6,11.26,31.93,10.45,6.1,27.46,2.11,4.58,23.24,4.58,0,"high social index, low migration rate",Mahlsdorf Nord,Mahlsdorf,Marzahn-Hellersdorf
177,8100209,125,71,2,4,44,22,0,284,1,54,4,59.74,11.52,6.73,9.55,62.9,1.4,98.74,0.48,41.44,11.7,23.55,55.92,2.95,-3.83,-3.89,82.94,12.27,4.79,1.94,0,0,8,1,0,3,0,53,5,12.06,27.07,6.29,8.43,2.88,21.1,21.44,12.67,6.4,1,"very low social index, very high migration rate",Glasower Straße,Neuköllner Mitte/Zentrum,Neukölln
178,3300412,75,9,0,1,12,13,0,32,19,0,1,9.38,9.21,10.06,4.96,71.31,0.7,17.16,0.01,0.46,1.2,1.89,2.13,0.41,-0.42,-0.69,29.31,18.05,52.65,2.04,0,0,2,1,0,0,0,14,1,14.88,41.82,15.55,2.95,24.93,1.61,5.77,21.31,1.61,0,"high social index, low migration rate",Karow Bahnhof,Karow,Pankow
179,3501038,117,18,4,0,17,17,0,262,8,8,2,15.45,10.29,1.73,21.11,63.25,0.56,44.54,0.24,22.27,3.36,7.52,20.41,0.96,-0.9,-1.89,24.64,24.59,50.78,5.07,1,1,6,0,0,1,0,16,17,11.46,32.78,11.62,4.08,17.77,3.14,16.59,24.19,1.44,0,"high social index, low migration rate",Hansastraße,Weißensee Ost,Pankow
180,1100207,202,228,18,8,27,29,1,379,12,15,15,51.62,16.17,1.88,16.68,56.73,1.54,78.37,0.77,48.87,2.77,6.64,18.9,0.74,-0.56,-1.46,3.58,38.1,58.31,1.05,0,2,3,0,0,5,0,26,12,15.07,30.1,4.17,1.98,19.53,4.36,12.32,28.34,3.36,2,"average social index, average migration rate",Leipziger Straße,Regierungsviertel,Mitte
181,8100415,78,127,11,8,85,21,1,369,5,71,0,53.5,11.52,6.73,9.55,62.9,1.4,98.74,0.48,41.44,7.52,16.23,38.49,2.11,-2.7,-4.47,80.22,19.35,0.44,2.06,0,0,6,1,0,2,1,44,2,18.35,32.63,5.49,7.93,2.62,17.85,14.65,17.5,6.84,3,"somewhat low social index, average migration rate",Ganghoferstraße,Rixdorf,Neukölln
182,3200308,78,2,0,2,3,13,1,38,9,1,0,14.66,10.76,3.21,3.45,69.0,0.67,30.08,0.26,22.11,1.75,3.54,4.82,0.56,-0.86,-1.75,17.88,12.27,69.86,1.89,0,0,2,0,0,0,1,11,7,9.34,34.57,14.85,3.5,25.99,5.8,9.7,18.27,2.17,0,"high social index, low migration rate",Nisbléstraße,Buchholz,Pankow
183,1401049,98,70,4,10,30,18,2,81,9,50,1,59.92,9.6,5.88,15.24,61.66,1.04,68.97,0.53,43.52,11.32,26.88,65.13,2.8,-3.24,-1.6,79.38,15.32,5.29,3.0,0,0,4,0,0,2,0,41,6,12.8,32.22,7.23,6.0,3.84,25.58,11.45,15.34,5.57,1,"very low social index, very high migration rate",Schulstraße,Wedding Zentrum,Mitte
184,4400727,145,46,1,1,48,24,1,52,7,10,2,39.8,12.38,7.95,9.01,68.32,0.74,48.16,0.9,57.8,3.58,6.53,15.22,0.86,-1.2,-1.19,51.77,44.24,3.99,3.58,0,0,2,1,1,2,0,17,2,11.52,33.52,13.06,5.94,16.39,6.7,7.88,24.18,5.39,2,"average social index, average migration rate",Flinsberger Platz,Grunewald,Charlottenburg-Wilmersdorf
185,10100315,92,13,0,1,5,16,0,268,19,1,3,24.87,7.22,1.04,35.14,70.52,0.2,12.58,0.06,3.4,5.22,12.38,31.81,0.64,-1.54,-0.27,4.14,72.62,23.24,2.05,0,0,1,1,0,0,1,13,7,2.81,19.95,5.82,2.52,40.75,1.95,8.18,24.29,2.36,2,"average social index, average migration rate",Bärenstein,Marzahn Süd,Marzahn-Hellersdorf
186,4200308,166,47,3,3,26,24,1,165,1,11,2,37.89,10.64,2.38,3.61,66.23,0.27,36.19,0.74,66.33,2.99,7.18,19.51,0.96,1.86,10.2,37.11,51.51,11.38,3.22,0,0,2,1,0,4,0,24,5,13.94,29.83,6.79,5.72,10.21,6.48,13.31,30.38,4.07,2,"average social index, average migration rate",Branitzer Platz,Westend,Charlottenburg-Wilmersdorf
187,12400723,100,22,1,1,9,22,0,74,2,9,0,15.28,9.74,1.72,1.53,75.55,0.06,3.82,0.29,15.46,1.36,3.01,6.45,0.34,-0.33,-0.98,33.53,53.34,13.13,4.64,0,0,4,1,1,2,1,16,1,25.16,45.38,11.97,3.72,7.15,6.37,6.78,25.12,5.47,0,"high social index, low migration rate",Hermsdorf Ost/Waldsee,Nord 1 - Frohnau/Hermsdorf,Reinickendorf
188,6100210,81,21,0,1,33,16,1,101,5,5,2,29.21,10.8,2.0,1.39,67.92,0.99,55.25,0.98,60.49,3.87,7.66,14.91,0.81,-0.62,-0.4,52.82,43.01,4.18,4.62,0,0,2,0,0,0,0,16,1,12.76,33.74,10.96,7.28,8.22,12.19,10.38,23.65,4.54,2,"average social index, average migration rate",Bismarckstraße,Albrechtstraße,Steglitz-Zehlendorf
189,6400838,98,30,0,2,21,25,0,124,0,1,0,18.84,11.45,2.47,2.07,69.69,0.86,22.73,0.46,21.32,0.96,1.53,1.78,0.14,-0.09,-0.08,56.0,34.51,9.49,12.97,0,0,2,1,0,3,1,11,4,24.79,43.26,10.32,1.33,6.67,2.32,3.86,39.82,2.74,0,"high social index, low migration rate",Krumme Lanke,Zehlendorf Nord,Steglitz-Zehlendorf
190,7601442,141,16,0,0,18,21,0,28,1,6,1,23.13,8.34,9.91,15.33,70.22,0.54,9.6,0.31,22.87,2.86,6.13,15.0,0.43,-0.85,-2.09,16.0,71.51,12.5,2.6,0,0,4,1,2,0,0,19,2,11.88,35.99,15.12,9.24,7.64,14.32,9.7,14.28,8.82,0,"high social index, low migration rate",Kettinger Straße,Lichtenrade Nord,Tempelhof-Schöneberg
191,3601348,53,234,12,5,47,19,5,141,2,57,3,33.08,10.49,0.63,15.44,61.3,1.3,84.71,0.69,66.04,3.4,5.16,5.85,0.87,0.18,1.18,93.78,2.34,3.88,1.78,0,0,6,2,1,1,0,44,13,35.83,48.11,5.49,1.26,7.85,2.34,5.03,33.87,1.54,2,"average social index, average migration rate",Senefelderstraße,Helmholtzplatz,Pankow
192,8100104,80,73,2,5,34,15,1,344,5,39,3,60.94,11.52,6.73,9.55,62.9,1.4,98.72,0.49,41.44,11.07,21.25,55.62,3.23,-3.21,-4.91,72.04,25.73,2.23,3.56,0,0,6,0,1,1,1,41,3,13.52,26.79,5.28,6.65,2.47,21.79,20.57,14.08,7.65,1,"very low social index, very high migration rate",Wartheplatz,Schillerpromenade,Neukölln
193,3601450,70,19,0,2,19,23,0,188,4,13,0,42.18,10.48,0.63,15.5,61.3,1.29,84.45,0.69,65.84,13.63,22.88,50.59,4.69,3.87,15.25,35.13,47.74,17.13,5.81,0,0,4,1,1,2,1,22,8,6.74,21.65,3.51,6.85,7.54,1.61,30.79,30.8,0.75,1,"very low social index, very high migration rate",Volkspark Prenzlauer Berg,Prenzlauer Berg Ost,Pankow
194,8401242,134,23,0,0,25,20,0,135,9,5,0,26.06,7.9,18.57,9.78,73.56,0.03,12.5,0.2,10.65,2.46,4.98,15.64,0.56,0.45,3.99,24.7,56.89,18.41,2.36,0,0,2,0,2,0,1,14,3,7.99,31.32,16.4,9.83,2.31,19.19,7.05,16.69,13.62,0,"high social index, low migration rate",Zittauer Straße,Rudow,Neukölln
195,9100407,207,29,1,3,17,31,0,106,6,12,0,12.9,10.72,0.59,18.72,65.15,0.91,35.02,0.55,36.01,4.0,6.13,17.99,0.8,-0.78,-2.7,48.16,38.02,13.82,5.54,0,0,4,1,1,1,0,22,11,12.68,42.28,13.28,6.29,12.97,8.01,9.23,18.28,2.94,0,"high social index, low migration rate",Johannisthal West,Johannisthal,Treptow-Köpenick
196,10100101,54,4,1,1,2,8,0,105,3,6,0,28.03,7.21,1.03,35.28,70.54,0.2,12.63,0.06,3.42,6.2,20.41,38.78,0.21,-2.49,-6.05,14.13,69.26,16.61,1.84,0,0,3,1,1,0,0,9,1,2.37,20.6,10.07,3.62,42.26,1.32,10.93,19.16,2.11,3,"somewhat low social index, average migration rate",Marzahn West,Marzahn Nord,Marzahn-Hellersdorf
197,1401045,107,78,12,13,31,26,2,126,8,52,2,68.58,9.6,5.88,15.24,61.66,1.04,68.97,0.53,43.52,10.91,27.37,59.94,4.22,-2.63,-0.89,70.53,19.59,9.88,2.63,0,1,2,1,1,0,0,42,8,10.45,26.94,5.26,6.05,3.75,26.35,15.5,14.6,6.81,1,"very low social index, very high migration rate",Schwedenstraße,Wedding Zentrum,Mitte
